Category: All categories

Week,violencia de genero: (North Santander)
2014-01-05,0
2014-01-12,0
2014-01-19,0
2014-01-26,0
2014-02-02,0
2014-02-09,0
2014-02-16,29
2014-02-23,0
2014-03-02,48
2014-03-09,0
2014-03-16,0
2014-03-23,0
2014-03-30,74
2014-04-06,0
2014-04-13,0
2014-04-20,0
2014-04-27,0
2014-05-04,0
2014-05-11,26
2014-05-18,0
2014-05-25,0
2014-06-01,21
2014-06-08,23
2014-06-15,0
2014-06-22,0
2014-06-29,0
2014-07-06,25
2014-07-13,0
2014-07-20,0
2014-07-27,0
2014-08-03,0
2014-08-10,0
2014-08-17,0
2014-08-24,26
2014-08-31,38
2014-09-07,0
2014-09-14,0
2014-09-21,0
2014-09-28,34
2014-10-05,0
2014-10-12,35
2014-10-19,0
2014-10-26,0
2014-11-02,0
2014-11-09,0
2014-11-16,39
2014-11-23,0
2014-11-30,0
2014-12-07,0
2014-12-14,0
2014-12-21,0
2014-12-28,0
2015-01-04,62
2015-01-11,50
2015-01-18,0
2015-01-25,34
2015-02-01,33
2015-02-08,0
2015-02-15,0
2015-02-22,0
2015-03-01,0
2015-03-08,38
2015-03-15,33
2015-03-22,0
2015-03-29,0
2015-04-05,0
2015-04-12,0
2015-04-19,0
2015-04-26,0
2015-05-03,0
2015-05-10,0
2015-05-17,28
2015-05-24,0
2015-05-31,0
2015-06-07,0
2015-06-14,0
2015-06-21,24
2015-06-28,64
2015-07-05,0
2015-07-12,0
2015-07-19,0
2015-07-26,0
2015-08-02,0
2015-08-09,0
2015-08-16,26
2015-08-23,23
2015-08-30,0
2015-09-06,0
2015-09-13,0
2015-09-20,19
2015-09-27,21
2015-10-04,0
2015-10-11,0
2015-10-18,0
2015-10-25,0
2015-11-01,0
2015-11-08,0
2015-11-15,0
2015-11-22,25
2015-11-29,29
2015-12-06,64
2015-12-13,0
2015-12-20,0
2015-12-27,60
2016-01-03,0
2016-01-10,0
2016-01-17,58
2016-01-24,0
2016-01-31,0
2016-02-07,0
2016-02-14,37
2016-02-21,0
2016-02-28,0
2016-03-06,0
2016-03-13,27
2016-03-20,0
2016-03-27,0
2016-04-03,0
2016-04-10,0
2016-04-17,0
2016-04-24,0
2016-05-01,40
2016-05-08,0
2016-05-15,25
2016-05-22,0
2016-05-29,0
2016-06-05,0
2016-06-12,0
2016-06-19,33
2016-06-26,0
2016-07-03,19
2016-07-10,0
2016-07-17,0
2016-07-24,0
2016-07-31,23
2016-08-07,0
2016-08-14,0
2016-08-21,0
2016-08-28,19
2016-09-04,17
2016-09-11,20
2016-09-18,0
2016-09-25,0
2016-10-02,39
2016-10-09,100
2016-10-16,32
2016-10-23,39
2016-10-30,0
2016-11-06,0
2016-11-13,35
2016-11-20,19
2016-11-27,0
2016-12-04,55
2016-12-11,0
2016-12-18,25
2016-12-25,45
2017-01-01,0
2017-01-08,0
2017-01-15,0
2017-01-22,28
2017-01-29,0
2017-02-05,0
2017-02-12,0
2017-02-19,0
2017-02-26,0
2017-03-05,0
2017-03-12,28
2017-03-19,39
2017-03-26,0
2017-04-02,28
2017-04-09,0
2017-04-16,19
2017-04-23,45
2017-04-30,20
2017-05-07,0
2017-05-14,0
2017-05-21,0
2017-05-28,0
2017-06-04,0
2017-06-11,0
2017-06-18,0
2017-06-25,0
2017-07-02,0
2017-07-09,0
2017-07-16,0
2017-07-23,0
2017-07-30,0
2017-08-06,0
2017-08-13,16
2017-08-20,0
2017-08-27,21
2017-09-03,0
2017-09-10,17
2017-09-17,0
2017-09-24,0
2017-10-01,35
2017-10-08,59
2017-10-15,0
2017-10-22,0
2017-10-29,0
2017-11-05,34
2017-11-12,0
2017-11-19,40
2017-11-26,0
2017-12-03,0
2017-12-10,0
2017-12-17,0
2017-12-24,24
2017-12-31,0
2018-01-07,0
2018-01-14,24
2018-01-21,0
2018-01-28,34
2018-02-04,0
2018-02-11,26
2018-02-18,14
2018-02-25,0
2018-03-04,30
2018-03-11,17
2018-03-18,27
2018-03-25,0
2018-04-01,0
2018-04-08,25
2018-04-15,0
2018-04-22,0
2018-04-29,0
2018-05-06,0
2018-05-13,44
2018-05-20,34
2018-05-27,31
2018-06-03,0
2018-06-10,0
2018-06-17,21
2018-06-24,36
2018-07-01,0
2018-07-08,37
2018-07-15,0
2018-07-22,0
2018-07-29,0
2018-08-05,0
2018-08-12,29
2018-08-19,15
2018-08-26,0
2018-09-02,0
2018-09-09,19
2018-09-16,0
2018-09-23,0
2018-09-30,21
2018-10-07,17
2018-10-14,0
2018-10-21,0
2018-10-28,27
2018-11-04,0
2018-11-11,0
2018-11-18,0
2018-11-25,0
2018-12-02,30
2018-12-09,0
2018-12-16,0
2018-12-23,0
2018-12-30,0
